OID_,FID_WCSHP,FID_1,COUNTRY,ISO,COUNTRYAFF,AFF_ISO,SHAPE_Leng,FID_WorldCup_XYTableToPoint1,National_Team,Number,POS,PLAYER_NAME,FIRST_NAME_S_,LAST_NAME_S_,NAME_ON_SHIRT,DOB,CLUB,HEIGHT__CM_,Birth,birth_lat,birth_long
413,214,214,Spain,ES,Spain,ES,51.72495637,695,Spain,20,Defender,CARVAJAL Dani,Daniel,CARVAJAL RAMOS,CARVAJAL,1/11/1992 0:00,Real Madrid CF (ESP),173,"Leganés, Spain",40.3319506,-3.7686545
414,214,214,Spain,ES,Spain,ES,51.72495637,250,Ecuador,16,Midfielder,SARMIENTO Jeremy,Jeremy Leonel,SARMIENTO MORANTE,SARMIENTO,6/16/2002 0:00,Brighton & Hove Albion FC (ENG),178,"Madrid, Spain",40.4167754,-3.7037902
415,214,214,Spain,ES,Spain,ES,51.72495637,469,Morocco,2,Defender,HAKIMI Achraf,Achraf,HAKIMI,HAKIMI,11/4/1998 0:00,Paris Saint-Germain FC (FRA),181,"Madrid, Spain",40.4167754,-3.7037902
416,214,214,Spain,ES,Spain,ES,51.72495637,681,Spain,6,Midfielder,LLORENTE Marcos,Marcos,LLORENTE MORENO,M. LLORENTE,1/30/1995 0:00,CA Atlético Madrid (ESP),184,"Madrid, Spain",40.4167754,-3.7037902
417,214,214,Spain,ES,Spain,ES,51.72495637,682,Spain,7,Forward,MORATA Alvaro,Álvaro Borja,MORATA MARTÍN,MORATA,10/23/1992 0:00,CA Atlético Madrid (ESP),188,"Madrid, Spain",40.4167754,-3.7037902
418,214,214,Spain,ES,Spain,ES,51.72495637,683,Spain,8,Midfielder,KOKE,Jorge,RESURRECCIÓN MERODIO,KOKE,1/8/1992 0:00,CA Atlético Madrid (ESP),176,"Madrid, Spain",40.4167754,-3.7037902
419,214,214,Spain,ES,Spain,ES,51.72495637,691,Spain,16,Midfielder,RODRI,Rodrigo,HERNÁNDEZ CASCANTE,RODRIGO,6/22/1996 0:00,Manchester City FC (ENG),190,"Madrid, Spain",40.4167754,-3.7037902
420,214,214,Spain,ES,Spain,ES,51.72495637,697,Spain,22,Forward,SARABIA Pablo,Pablo,SARABIA GARCIA,SARABIA,5/11/1992 0:00,Paris Saint-Germain FC (FRA),179,"Madrid, Spain",40.4167754,-3.7037902
421,239,238,United States,US,United States,US,726.1060557,412,Japan,23,Goalkeeper,SCHMIDT Daniel,Daniel Yuji,YABUKI,SCHMIDT,2/3/1992 0:00,Sint-Truiden VV (BEL),197,"Illinois, United States",40.6331249,-89.3985283
422,239,238,United States,US,United States,US,726.1060557,150,Canada,20,Forward,DAVID Jonathan,Jonathan Christian,DAVID,J. DAVID,1/14/2000 0:00,Lille OSC (FRA),175,"Brooklyn, New York, U.S.",40.6781784,-73.9441579
423,239,238,United States,US,United States,US,726.1060557,800,USA,21,Forward,WEAH Timothy,Timothy Tarpeh,WEAH,WEAH,2/22/2000 0:00,Lille OSC (FRA),182,"Brooklyn, New York, U.S.",40.6781784,-73.9441579
424,180,180,Portugal,PT,Portugal,PT,19.45369559,556,Portugal,11,Forward,JOAO FELIX,João,FÉLIX SEQUEIRA,JOÃO FÉLIX,11/10/1999 0:00,CA Atlético Madrid (ESP),179,"Viseu, Portugal",40.7276419,-7.9157099
425,239,238,United States,US,United States,US,726.1060557,805,USA,26,Defender,SCALLY Joe,Joseph Michael,SCALLY,SCALLY,12/31/2002 0:00,VfL Borussia Mönchengladbach (GER),184,"Lake Grove, New York, United States",40.8528761,-73.1151102
426,180,180,Portugal,PT,Portugal,PT,19.45369559,563,Portugal,18,Midfielder,RUBEN NEVES,Ruben Diogo,SILVA NEVES,R. NEVES,3/13/1997 0:00,Wolverhampton Wanderers FC (ENG),180,"Mozelos, Portugal",40.9951629,-8.5638609
427,239,238,United States,US,United States,US,726.1060557,780,USA,1,Goalkeeper,TURNER Matt,Matthew Charles,TURNER,TURNER,6/24/1994 0:00,Arsenal FC (ENG),190,"Park Ridge, New Jersey, United States",41.0375968,-74.0406956
428,180,180,Portugal,PT,Portugal,PT,19.45369559,569,Portugal,24,Defender,ANTONIO SILVA,António João,PEREIRA DE ALBUQUERQUE TAVARES,ANTÓNIO S.,10/30/2003 0:00,SL Benca (POR),187,"Francelos, Portugal",41.0818443,-8.6440155
429,180,180,Portugal,PT,Portugal,PT,19.45369559,573,Qatar,2,Defender,PEDRO MIGUEL,Pedro Miguel D D,CORREIA,PEDRO,8/6/1990 0:00,Al Sadd SC (QAT),180,"Porto, Portugal",41.1579438,-8.6291053
430,180,180,Portugal,PT,Portugal,PT,19.45369559,554,Portugal,9,Forward,ANDRE SILVA,André Miguel,VALENTE DA SILVA,ANDRÉ SILVA,11/6/1995 0:00,RB Leipzig (GER),184,"Baguim do Monte, Portugal",41.1919001,-8.5411718
431,180,180,Portugal,PT,Portugal,PT,19.45369559,553,Portugal,8,Midfielder,BRUNO FERNANDES,Bruno Miguel,BORGES FERNANDES,B. FERNANDES,9/8/1994 0:00,Manchester United FC (ENG),183,"Maia, Portugal",41.2278891,-8.621049
432,214,214,Spain,ES,Spain,ES,51.72495637,693,Spain,18,Defender,ALBA Jordi,Jordi,ALBA RAMOS,JORDI ALBA,3/21/1989 0:00,FC Barcelona (ESP),170,"L'Hospitalet de Llobregat, Spain",41.3661865,2.1164942
433,214,214,Spain,ES,Spain,ES,51.72495637,688,Spain,13,Goalkeeper,RAYA David,David,RAYA MARTÍN,RAYA,9/15/1995 0:00,Brentford FC (ENG),183,"Barcelona, Spain",41.3873974,2.168568
434,214,214,Spain,ES,Spain,ES,51.72495637,678,Spain,3,Defender,GARCIA Eric,Eric,GARCÍA MARTRET,ERIC,1/9/2001 0:00,FC Barcelona (ESP),182,"Martorell, Spain",41.4777114,1.9177343
435,180,180,Portugal,PT,Portugal,PT,19.45369559,561,Portugal,16,Midfielder,VITINHA,Vitor,MACHADO FERREIRA,VITINHA,2/13/2000 0:00,Paris Saint-Germain FC (FRA),172,"Cabeceiras de Basto, Portugal",41.5116939,-7.9979753
436,180,180,Portugal,PT,Portugal,PT,19.45369559,547,Portugal,2,Defender,DIOGO DALOT,José Diogo,DALOT TEIXEIRA,DALOT,3/18/1999 0:00,Manchester United FC (ENG),184,"Braga, Portugal",41.5454486,-8.426507
437,180,180,Portugal,PT,Portugal,PT,19.45369559,557,Portugal,12,Goalkeeper,JOSE SA,José Pedro,MALHEIRO DE SÁ,JOSÉ SÁ,1/17/1993 0:00,Wolverhampton Wanderers FC (ENG),192,"Braga, Portugal",41.5454486,-8.426507
438,214,214,Spain,ES,Spain,ES,51.72495637,680,Spain,5,Midfielder,BUSQUETS Sergio,Sergio,BUSQUETS BURGOS,SERGIO,7/16/1988 0:00,FC Barcelona (ESP),189,"Sabadell, Spain",41.5462745,2.1086131
439,214,214,Spain,ES,Spain,ES,51.72495637,696,Spain,21,Forward,OLMO Dani,Daniel,OLMO CARVAJAL,OLMO,5/7/1998 0:00,RB Leipzig (GER),179,"Terrassa, Spain",41.5631482,2.0054917
440,239,238,United States,US,United States,US,726.1060557,783,USA,4,Midfielder,ADAMS Tyler,Tyler Shaan,ADAMS,ADAMS,2/14/1999 0:00,Leeds United FC (ENG),175,"Wappinger, New York, U.S.",41.5964825,-73.91097
441,214,214,Spain,ES,Spain,ES,51.72495637,669,Serbia,20,Midfielder,MILINKOVIC-SAVIC Sergej,Sergej,MILINKOVIĆ-SAVIĆ,SERGEJ,2/27/1995 0:00,SS Lazio (ITA),192,"Lleida, Spain",41.6177221,0.6200206
442,112,112,Italy,IT,Italy,IT,68.04430092,540,Poland,21,Midfielder,ZALEWSKI Nicola,Nicola,ZALEWSKI,ZALEWSKI,1/23/2002 0:00,AS Roma (ITA),175,"Tivoli, Italy",41.959817,12.8022261
443,42,42,Canada,CA,Canada,CA,2210.684826,137,Canada,7,Midfielder,EUSTAQUIO Stephen,Stephen,EUSTÁQUIO,EUSTAQUIO,12/21/1996 0:00,FC Porto (POR),178,"Leamington, Canada",42.0531634,-82.5998874
444,214,214,Spain,ES,Spain,ES,51.72495637,672,Serbia,23,Goalkeeper,MILINKOVIC-SAVIC Vanja,Vanja,MILINKOVIĆ SAVIĆ,VANJA,2/20/1997 0:00,Torino FC (ITA),202,"Orense, Spain",42.3357893,-7.863881
445,201,201,Serbia,RS,Serbia,RS,19.48499229,724,Switzerland,23,Midfielder,SHAQIRI Xherdan,Xherdan,SHAQIRI,SHAQIRI,10/10/1991 0:00,Chicago Fire (USA),169,"Gnjilane, SR Serbia, SFR Yugoslavia",42.4635206,21.4694011
446,214,214,Spain,ES,Spain,ES,51.72495637,677,Spain,2,Defender,AZPILICUETA Cesar,César,AZPILICUETA TANCO,AZPILICUETA,8/28/1989 0:00,Chelsea FC (ENG),178,"Zizur Mayor, Spain",42.7855575,-1.6882181
447,214,214,Spain,ES,Spain,ES,51.72495637,687,Spain,12,Forward,WILLIAMS Nico,Nicholas,WILLIAMS ARTHUER,WILLIAMS JR.,7/12/2002 0:00,Athletic Club (ESP),181,"Pamplona, Navarre, Spain",42.812526,-1.6457745
448,214,214,Spain,ES,Spain,ES,51.72495637,698,Spain,23,Goalkeeper,SIMON Unai,Unai,SIMÓN MENDIBIL,UNAI SIMÓN,6/11/1997 0:00,Athletic Club (ESP),190,"Vitoria-Gasteiz, Spain",42.8531869,-2.6732421
449,58,58,Croatia,HR,Croatia,HR,37.58922917,198,Croatia,16,Forward,PETKOVIC Bruno,Bruno,PETKOVIĆ,PETKOVIĆ,9/16/1994 0:00,GNK Dinamo Zagreb (CRO),193,"Metković, Croatia",43.0532801,17.6493431
450,79,79,France,FR,France,FR,65.84704267,629,Senegal,6,Midfielder,MENDY Nampalys,Nampalys,MENDY,NAMPALYS,6/23/1992 0:00,Leicester City FC (ENG),167,"La Seyne-sur-Mer, France",43.102976,5.878219
451,29,29,Bosnia and Herzegovina,BA,Bosnia and Herzegovina,BA,13.0905842,206,Croatia,24,Defender,SUTALO Josip,Josip,ŠUTALO,ŠUTALO,2/28/2000 0:00,GNK Dinamo Zagreb (CRO),190,"Čapljina, Bosnia and Herzegovina",43.1118267,17.7054838
452,214,214,Spain,ES,Spain,ES,51.72495637,357,Ghana,19,Forward,WILLIAMS Inaki,Iñaki,WILLIAMS ARTHUER,IÑAKI,6/15/1994 0:00,Athletic Club (ESP),186,"Bilbao, Spain",43.2630126,-2.9349852
453,79,79,France,FR,France,FR,65.84704267,307,France,21,Defender,HERNANDEZ Lucas,Lucas Francois Bernard,HERNANDEZ,L. HERNANDEZ,2/14/1996 0:00,FC Bayern München (GER),184,"Marseille, France",43.296482,5.36978
454,79,79,France,FR,France,FR,65.84704267,308,France,22,Defender,HERNANDEZ Theo,Théo Bernard François,HERNANDEZ,T. HERNANDEZ,10/6/1997 0:00,AC Milan (ITA),184,"Marseille, France",43.296482,5.36978
455,79,79,France,FR,France,FR,65.84704267,347,Ghana,9,Forward,AYEW Jordan,Jordan Pierre,AYEW,J. AYEW,9/11/1991 0:00,Crystal Palace FC (ENG),182,"Marseille, France",43.296482,5.36978
456,79,79,France,FR,France,FR,65.84704267,750,Tunisia,23,Forward,SLITI Naim,Naim,SLITI,SLITI,7/27/1992 0:00,Al Ettifaq FC (KSA),173,"Marseille, France",43.296482,5.36978
457,214,214,Spain,ES,Spain,ES,51.72495637,690,Spain,15,Defender,GUILLAMON Hugo,Hugo,GUILLAMÓN SANMARTÍN,HUGO G.,1/31/2000 0:00,Valencia CF (ESP),178,"San Sebastián, Spain",43.318334,-1.9812313
458,201,201,Serbia,RS,Serbia,RS,19.48499229,656,Serbia,7,Forward,RADONJIC Nemanja,Nemanja,RADONJIĆ,RADONJIĆ,2/15/1996 0:00,Torino FC (ITA),185,"Niš, Serbia, FR Yugoslavia",43.320926,21.8954069
459,201,201,Serbia,RS,Serbia,RS,19.48499229,663,Serbia,14,Midfielder,ZIVKOVIC Andrija,Andrija,ŽIVKOVIĆ,ŽIVKOVIĆ,7/11/1996 0:00,PAOK Saloniki (GRE),170,"Niš, Serbia, FR Yugoslavia",43.320926,21.8954069
460,201,201,Serbia,RS,Serbia,RS,19.48499229,673,Serbia,24,Midfielder,ILIC Ivan,Ivan,ILIĆ,ILIĆ,3/17/2001 0:00,Hellas Verona FC (ITA),182,"Niš, FR Yugoslavia",43.320926,21.8954069
461,79,79,France,FR,France,FR,65.84704267,753,Tunisia,26,Goalkeeper,HASSEN Mouez,Mouez,HASSEN,HASSEN,3/5/1995 0:00,Club Africain (TUN),186,"Fréjus, France",43.433152,6.737034
462,112,112,Italy,IT,Italy,IT,68.04430092,488,Morocco,21,Forward,CHEDDIRA Walid,Walid,CHEDDIRA,CHEDDIRA,1/22/1998 0:00,SSC Bari (ITA),187,"Loreto, Italy",43.4363086,13.6189078
463,79,79,France,FR,France,FR,65.84704267,733,Tunisia,6,Defender,BRONN Dylan,Dylan Daniel Mahmoud,BRONN,BRONN,6/19/1995 0:00,US Salernitana (ITA),186,"Cannes, France",43.552847,7.017369
464,79,79,France,FR,France,FR,65.84704267,361,Ghana,23,Defender,DJIKU Alexander,Alexander Kwabena Baidooh,DJIKU,DJIKU,8/9/1994 0:00,RC Strasbourg (FRA),182,"Montpellier, France",43.610769,3.876716
465,42,42,Canada,CA,Canada,CA,2210.684826,135,Canada,5,Defender,VITORIA Steven,Steven,DE SOUSA VITÓRIA,VITORIA,1/11/1987 0:00,GD Chaves (POR),195,"Toronto, Canada",43.653226,-79.3831843
466,42,42,Canada,CA,Canada,CA,2210.684826,138,Canada,8,Midfielder,FRASER Liam,Liam Scott,FRASER,FRASER,2/13/1998 0:00,KMSR Deinze (BEL),185,"Toronto, Ontario, Canada",43.653226,-79.3831843
467,42,42,Canada,CA,Canada,CA,2210.684826,139,Canada,9,Forward,CAVALLINI Lucas,Lucas,CAVALLINI,CAVALLINI,12/28/1992 0:00,Vancouver Whitecaps FC (CAN),180,"Toronto, Ontario, Canada",43.653226,-79.3831843
468,42,42,Canada,CA,Canada,CA,2210.684826,144,Canada,14,Midfielder,KAYE Mark-Anthony,Mark-Anthony,KAYE,KAYE,12/2/1994 0:00,Toronto FC (CAN),185,"Toronto, Ontario, Canada",43.653226,-79.3831843
469,42,42,Canada,CA,Canada,CA,2210.684826,151,Canada,21,Midfielder,OSORIO Jonathan,Jonathan,OSORIO,OSORIO,6/12/1992 0:00,Toronto FC (CAN),175,"Toronto, Ontario, Canada",43.653226,-79.3831843
470,42,42,Canada,CA,Canada,CA,2210.684826,152,Canada,22,Defender,LARYEA Richie,Richmond Mamah,LARYEA,LARYEA,1/7/1995 0:00,Toronto FC (CAN),175,"Toronto, Ontario, Canada",43.653226,-79.3831843
471,42,42,Canada,CA,Canada,CA,2210.684826,153,Canada,23,Midfielder,MILLAR Liam,Liam Alan,MILLAR,MILLAR,9/27/1999 0:00,FC Basel (SUI),176,"Toronto, Ontario, Canada",43.653226,-79.3831843
472,79,79,France,FR,France,FR,65.84704267,744,Tunisia,17,Midfielder,SKHIRI Ellyes,Ellyes Joris,SKHIRI,SKHIRI,5/10/1995 0:00,1. FC Köln (GER),185,"Lunel, France",43.67445,4.135366
473,79,79,France,FR,France,FR,65.84704267,287,France,1,Goalkeeper,LLORIS Hugo,Hugo Hadrien Dominique,LLORIS,LLORIS,12/26/1986 0:00,Tottenham Hotspur FC (ENG),188,"Nice, France",43.7101728,7.2619532
474,79,79,France,FR,France,FR,65.84704267,748,Tunisia,21,Defender,KECHRIDA Wajdi,Wajdi,KECHRIDA,KECHRIDA,11/5/1995 0:00,Atromitos FC (GRE),177,"Nice, France",43.7101728,7.2619532
475,201,201,Serbia,RS,Serbia,RS,19.48499229,668,Serbia,19,Midfielder,RACIC Uros,Uroš,RAČIĆ,RAČIĆ,3/17/1998 0:00,SC Braga (POR),193,"Kraljevo, Serbia, FR Yugoslavia",43.7238483,20.6872542
476,42,42,Canada,CA,Canada,CA,2210.684826,140,Canada,10,Midfielder,HOILETT Junior,David Wayne,HOILETT,HOILETT,6/5/1990 0:00,Reading FC (ENG),174,"Brampton, Ontario, Canada",43.7315479,-79.7624177
477,42,42,Canada,CA,Canada,CA,2210.684826,141,Canada,11,Forward,BUCHANAN Tajon,Tajon Trevor,BUCHANAN,BUCHANAN,2/8/1999 0:00,Club Brugge (BEL),183,"Brampton, Ontario, Canada",43.7315479,-79.7624177
478,42,42,Canada,CA,Canada,CA,2210.684826,143,Canada,13,Midfielder,HUTCHINSON Atiba,Atiba,HUTCHINSON,HUTCHINSON,2/8/1983 0:00,Besiktas JK (TUR),183,"Brampton, Ontario, Canada",43.7315479,-79.7624177
479,42,42,Canada,CA,Canada,CA,2210.684826,147,Canada,17,Forward,LARIN Cyle,Cyle Christopher,LARIN,LARIN,4/17/1995 0:00,Club Brugge (BEL),188,"Brampton, Ontario, Canada",43.7315479,-79.7624177
480,42,42,Canada,CA,Canada,CA,2210.684826,134,Canada,4,Defender,MILLER Kamal,Kamal Anthony,MILLER,MILLER,5/16/1997 0:00,CF Montréal (CAN),183,"Scarborough, Ontario, Canada",43.7764258,-79.2317521
481,42,42,Canada,CA,Canada,CA,2210.684826,131,Canada,1,Goalkeeper,ST. CLAIR Dayne,Dayne Tristan,ST. CLAIR,ST. CLAIR,5/9/1997 0:00,Minnesota United FC (USA),191,"Pickering, Ontario, Canada",43.8384117,-79.0867579
482,42,42,Canada,CA,Canada,CA,2210.684826,155,Canada,25,Defender,CORNELIUS Derek,Derek Austin,CORNELIUS,CORNELIUS,11/25/1997 0:00,Panetolikos FC (GRE),186,"Ajax, Ontario, Canada",43.8508553,-79.0203732
483,201,201,Serbia,RS,Serbia,RS,19.48499229,671,Serbia,22,Midfielder,LAZOVIC Darko,Darko,LAZOVIĆ,LAZOVIĆ,9/15/1990 0:00,Hellas Verona FC (ITA),181,"Čačak, SFR Yugoslavia",43.8913677,20.3506051
484,201,201,Serbia,RS,Serbia,RS,19.48499229,674,Serbia,25,Defender,MLADENOVIC Filip,Filip,MLADENOVIĆ,MLADENOVIĆ,8/15/1991 0:00,Legia Warsaw (POL),181,"Čačak, SR Serbia, Yugoslavia",43.8913677,20.3506051
485,201,201,Serbia,RS,Serbia,RS,19.48499229,666,Serbia,17,Midfielder,KOSTIC Filip,Filip,KOSTIĆ,KOSTIĆ,11/1/1992 0:00,Juventus FC (ITA),184,"Kragujevac, Serbia, FR Yugoslavia",44.0127932,20.9114225
486,201,201,Serbia,RS,Serbia,RS,19.48499229,658,Serbia,9,Forward,MITROVIC Aleksandar,Aleksandar,MITROVIĆ,A. MITROVIĆ,9/16/1994 0:00,Fulham FC (ENG),189,"Serbia, FR Yugoslavia",44.016521,21.005859
487,58,58,Croatia,HR,Croatia,HR,37.58922917,28,Australia,2,Defender,DEGENEK Milos,Milos,DEGENEK,DEGENEK,4/28/1994 0:00,Columbus Crew SC (USA),187,"Knin, Croatia",44.0407757,16.1964988
488,58,58,Croatia,HR,Croatia,HR,37.58922917,148,Canada,18,Goalkeeper,BORJAN Milan,Milan,BORJAN,BORJAN,10/23/1987 0:00,FK Crvena Zvezda (SRB),195,"Knin, SR Croatia, Yugoslavia",44.0407757,16.1964988
489,79,79,France,FR,France,FR,65.84704267,699,Spain,24,Defender,LAPORTE Aymeric,Aymeric,LAPORTE FEVRE,LAPORTE,5/27/1994 0:00,Manchester City FC (ENG),189,"Agen, France",44.203142,0.616363
490,29,29,Bosnia and Herzegovina,BA,Bosnia and Herzegovina,BA,13.0905842,188,Croatia,6,Defender,LOVREN Dejan,Dejan,LOVREN,LOVREN,7/5/1989 0:00,FC Zenit St. Petersburg (RUS),188,"Zenica, SR Bosnia and Herzegovina, SFR Yugoslavia",44.2034392,17.9077432
491,29,29,Bosnia and Herzegovina,BA,Bosnia and Herzegovina,BA,13.0905842,199,Croatia,17,Forward,BUDIMIR Ante,Ante,BUDIMIR,BUDIMIR,7/22/1991 0:00,CA Osasuna (ESP),190,"Zenica, SR Bosnia and Herzegovina, SFR Yugoslavia",44.2034392,17.9077432
492,201,201,Serbia,RS,Serbia,RS,19.48499229,661,Serbia,12,Goalkeeper,RAJKOVIC Predrag,Predrag,RAJKOVIĆ,RAJKOVIĆ,10/31/1995 0:00,RCD Mallorca (ESP),191,"Negotin, Serbia, FR Yugoslavia",44.2332308,22.5298368
493,201,201,Serbia,RS,Serbia,RS,19.48499229,655,Serbia,6,Midfielder,MAKSIMOVIC Nemanja,Nemanja,MAKSIMOVIĆ,MAKSIMOVIĆ,1/26/1995 0:00,Getafe CF (ESP),189,"Banja Koviljača, FR Yugoslavia",44.514849,19.1539547
494,201,201,Serbia,RS,Serbia,RS,19.48499229,660,Serbia,11,Forward,JOVIC Luka,Luka,JOVIĆ,JOVIĆ,12/23/1997 0:00,ACF Fiorentina (ITA),181,"Loznica, Serbia, FR Yugoslavia",44.5337858,19.2237849
495,201,201,Serbia,RS,Serbia,RS,19.48499229,670,Serbia,21,Forward,DJURICIC Filip,Filip,ĐURIČIĆ,ĐURIČIĆ,1/30/1992 0:00,UC Sampdoria (ITA),176,"Obrenovac, SR Serbia, Yugoslavia",44.6536553,20.2000541
496,201,201,Serbia,RS,Serbia,RS,19.48499229,651,Serbia,2,Defender,PAVLOVIC Strahinja,Strahinja,PAVLOVIĆ,PAVLOVIĆ,5/24/2001 0:00,FC Red Bull Salzburg (AUT),194,"Šabac, Serbia, FR Yugoslavia",44.755274,19.692337
497,201,201,Serbia,RS,Serbia,RS,19.48499229,665,Serbia,16,Midfielder,LUKIC Sasa,Saša,LUKIĆ,LUKIĆ,8/13/1996 0:00,Torino FC (ITA),183,"Šabac, Serbia, FR Yugoslavia",44.755274,19.692337
498,29,29,Bosnia and Herzegovina,BA,Bosnia and Herzegovina,BA,13.0905842,664,Serbia,15,Defender,BABIC Srdjan,Srđan,BABIĆ,BABIĆ,4/22/1996 0:00,UD Almería (ESP),195,"Banja Luka, Bosnia and Herzegovina",44.7721811,17.191
499,112,112,Italy,IT,Italy,IT,68.04430092,312,France,26,Forward,THURAM Marcus,Marcus Lilian,THURAM-ULIEN,THURAM,8/6/1997 0:00,VfL Borussia Mönchengladbach (GER),192,"Parma, Italy",44.801485,10.3279036
500,201,201,Serbia,RS,Serbia,RS,19.48499229,653,Serbia,4,Defender,MILENKOVIC Nikola,Nikola,MILENKOVIĆ,MILENKOVIĆ,10/12/1997 0:00,ACF Fiorentina (ITA),195,"Belgrade, Serbia, FR Yugoslavia",44.8125449,20.46123
501,201,201,Serbia,RS,Serbia,RS,19.48499229,657,Serbia,8,Midfielder,GUDELJ Nemanja,Nemanja,GUDELJ,GUDELJ,11/16/1991 0:00,Sevilla FC (ESP),187,"Belgrade, SR Serbia, SFR Yugoslavia",44.8125449,20.46123
502,201,201,Serbia,RS,Serbia,RS,19.48499229,662,Serbia,13,Defender,MITROVIC Stefan,Stefan,MITROVIĆ,S. MITROVIĆ,5/22/1990 0:00,Getafe CF (ESP),189,"Belgrade, SR Serbia, SFR Yugoslavia",44.8125449,20.46123
503,201,201,Serbia,RS,Serbia,RS,19.48499229,667,Serbia,18,Forward,VLAHOVIC Dusan,Dušan,VLAHOVIĆ,VLAHOVIĆ,1/28/2000 0:00,Juventus FC (ITA),190,"Belgrade, Serbia, FR Yugoslavia",44.8125449,20.46123
504,201,201,Serbia,RS,Serbia,RS,19.48499229,675,Serbia,26,Midfielder,GRUJIC Marko,Marko,GRUJIĆ,GRUJIĆ,4/13/1996 0:00,FC Porto (POR),191,"Belgrade, Serbia, FR Yugoslavia",44.8125449,20.46123
505,201,201,Serbia,RS,Serbia,RS,19.48499229,652,Serbia,3,Defender,ERAKOVIC Strahinja,Strahinja,ERAKOVIĆ,ERAKOVIĆ,1/22/2001 0:00,FK Crvena Zvezda (SRB),184,"Batajnica, FR Yugoslavia",44.9061323,20.2748158
506,79,79,France,FR,France,FR,65.84704267,473,Morocco,6,Defender,SAISS Romain,Romain Ghanem Paul,SAISS,SAISS,3/26/1990 0:00,Besiktas JK (TUR),190,"Bourg-de-Péage, France",45.040419,5.050948
507,58,58,Croatia,HR,Croatia,HR,37.58922917,205,Croatia,23,Goalkeeper,IVUSIC Ivica,Ivica,IVUŠIĆ,IVUŠIĆ,2/1/1995 0:00,NK Osijek (CRO),195,"Rijeka, Croatia",45.3270631,14.442176
508,42,42,Canada,CA,Canada,CA,2210.684826,146,Canada,16,Goalkeeper,PANTEMIS James,James,PANTEMIS,PANTEMIS,2/21/1997 0:00,CF Montréal (CAN),185,"Kirkland, Quebec, Canada",45.4560415,-73.8623337
509,58,58,Croatia,HR,Croatia,HR,37.58922917,203,Croatia,21,Defender,VIDA Domagoj,Domagoj,VIDA,VIDA,4/29/1989 0:00,AEK Athens (GRE),184,"Našice, SR Croatia, SFR Yugoslavia",45.4946861,18.0951118
510,42,42,Canada,CA,Canada,CA,2210.684826,468,Morocco,1,Goalkeeper,BOUNOU Yassine,Yassine,BOUNOU,BONO,4/5/1991 0:00,Sevilla FC (ESP),190,"Montreal, Quebec, Canada",45.5018869,-73.5673919
511,58,58,Croatia,HR,Croatia,HR,37.58922917,185,Croatia,3,Defender,BARISIC Borna,Borna,BARIŠIĆ,BARIŠIĆ,11/10/1992 0:00,Rangers FC (SCO),186,"Osijek, Croatia",45.5549624,18.6955144
512,79,79,France,FR,France,FR,65.84704267,295,France,9,Forward,GIROUD Olivier,Olivier Jonathan,GIROUD,GIROUD,9/30/1986 0:00,AC Milan (ITA),193,"Chambéry, France",45.564601,5.917781
513,42,42,Canada,CA,Canada,CA,2210.684826,136,Canada,6,Midfielder,PIETTE Samuel,Samuel,PIETTE,PIETTE,11/12/1994 0:00,CF Montréal (CAN),171,"Le Gardeur, Quebec, Canada",45.7531515,-73.4702879
514,79,79,France,FR,France,FR,65.84704267,305,France,19,Forward,BENZEMA Karim,Karim Mostafa,BENZEMA,BENZEMA,12/19/1987 0:00,Real Madrid CF (ESP),187,"Lyon, France",45.764043,4.835659
515,201,201,Serbia,RS,Serbia,RS,19.48499229,659,Serbia,10,Forward,TADIC Dusan,Dušan,TADIĆ,TADIĆ,11/20/1988 0:00,AFC Ajax (NED),181,"Bačka Topola, SR Serbia, SFR Yugoslavia",45.8129152,19.6300949
516,58,58,Croatia,HR,Croatia,HR,37.58922917,31,Australia,5,Defender,KARACIC Fran,Fran,KARACIC,KARACIC,5/12/1996 0:00,Brescia Calcio (ITA),181,"Zagreb, Croatia",45.8150108,15.981919
517,58,58,Croatia,HR,Croatia,HR,37.58922917,189,Croatia,7,Midfielder,MAJER Lovro,Lovro,MAJER,MAJER,1/17/1998 0:00,Stade Rennais FC (FRA),178,"Zagreb, Croatia",45.8150108,15.981919
518,58,58,Croatia,HR,Croatia,HR,37.58922917,191,Croatia,9,Forward,KRAMARIC Andrej,Andrej,KRAMARIĆ,KRAMARIĆ,6/19/1991 0:00,TSG 1899 Hoffenheim (GER),177,"Zagreb, SR Croatia, Yugoslavia",45.8150108,15.981919
519,58,58,Croatia,HR,Croatia,HR,37.58922917,193,Croatia,11,Midfielder,BROZOVIC Marcelo,Marcelo,BROZOVIĆ,BROZOVIĆ,11/16/1992 0:00,FC Internazionale (ITA),181,"Zagreb, Croatia",45.8150108,15.981919
520,58,58,Croatia,HR,Croatia,HR,37.58922917,200,Croatia,18,Forward,ORSIC Mislav,Mislav,ORŠIĆ,ORŠIĆ,12/29/1992 0:00,GNK Dinamo Zagreb (CRO),179,"Zagreb, Croatia",45.8150108,15.981919
521,58,58,Croatia,HR,Croatia,HR,37.58922917,201,Croatia,19,Defender,SOSA Borna,Borna,SOSA,SOSA,1/21/1998 0:00,VfB Stuttgart (GER),187,"Zagreb, Croatia",45.8150108,15.981919
