OID_,FID_WorldCup_XYTableToPoint1,National_Team,Number,POS,PLAYER_NAME,FIRST_NAME_S_,LAST_NAME_S_,NAME_ON_SHIRT,DOB,CLUB,HEIGHT__CM_,Birth,birth_lat,birth_long,FID_WCSHP,FID_1,COUNTRY,ISO,COUNTRYAFF,AFF_ISO,SHAPE_Leng
612,310,France,24,Defender,Konate Ibrahima,Ibrahima,KONATÉ,KONATE,5/25/1999 0:00,Liverpool FC (ENG),194,"Paris, France",48.856614,2.3522219,79,79,France,FR,France,FR,65.84704267
613,337,Germany,25,Defender,Bella Kotchap Armel,Armel,BELLA KOTCHAP,BELLA KOTCHAP,12/11/2001 0:00,Southampton FC (ENG),190,"Paris, France",48.856614,2.3522219,79,79,France,FR,France,FR,65.84704267
614,484,Morocco,17,Midfielder,Boufal Soane,Soane,BOUFAL,BOUFAL,9/17/1993 0:00,Angers SCO (FRA),170,"Paris, France",48.856614,2.3522219,79,79,France,FR,France,FR,65.84704267
615,730,Tunisia,3,Defender,Talbi Montassar,Montassar Omar,TALBI,TALBI,5/26/1998 0:00,FC Lorient (FRA),190,"Paris, France",48.856614,2.3522219,79,79,France,FR,France,FR,65.84704267
616,344,Ghana,6,Midfielder,Owusu Elisha,Elisha,OWUSU,OWUSU,11/7/1997 0:00,KAA Gent (BEL),182,"Montreuil, France",48.863812,2.448451,79,79,France,FR,France,FR,65.84704267
617,636,Senegal,13,Midfielder,Gueye Pape,Pape Alassane,GUEYE,PAPE GUEYE,1/24/1999 0:00,Olympique Marseille (FRA),189,"Montreuil, France",48.863812,2.448451,79,79,France,FR,France,FR,65.84704267
618,583,Qatar,12,Midfielder,Karim Boudiaf,Karim,BOUDIAF,BOUDIAF,9/16/1990 0:00,Al Duhail SC (QAT),190,"Rueil-Malmaison, France",48.882767,2.17693,79,79,France,FR,France,FR,65.84704267
619,741,Tunisia,14,Midfielder,Laidouni Aissa,Aïssa Bilal,LAÏDOUNI,LAÏDOUNI,12/13/1996 0:00,Ferencvárosi TC (HUN),183,"Montfermeil, France",48.902029,2.570773,79,79,France,FR,France,FR,65.84704267
620,298,France,12,Forward,Kolo Muani Randal,Randal,KOLO MUANI,KOLO MUANI,12/5/1998 0:00,Eintracht Frankfurt (GER),187,"Bondy, France",48.906008,2.481875,79,79,France,FR,France,FR,65.84704267
621,303,France,17,Defender,Saliba William,William Alain André Gabriel,SALIBA,SALIBA,3/24/2001 0:00,Arsenal FC (ENG),192,"Bondy, France",48.906008,2.481875,79,79,France,FR,France,FR,65.84704267
622,732,Tunisia,5,Midfielder,Ghandri Nader,Nader,GHANDRI,GHANDRI,2/18/1995 0:00,Club Africain (TUN),196,"Aubervilliers, France",48.912259,2.384049,79,79,France,FR,France,FR,65.84704267
623,292,France,6,Midfielder,Guendouzi Matteo,Mattéo Elias Kenzo,GUENDOUZI OLIE,GUENDOUZI,4/14/1999 0:00,Olympique Marseille (FRA),184,"Poissy, France",48.929584,2.046982,79,79,France,FR,France,FR,65.84704267
624,550,Portugal,5,Defender,Raphael Guerreiro,Raphael Adelino José,GUERREIRO,RAPHAEL,12/22/1993 0:00,Borussia Dortmund (GER),170,"Le Blanc-Mesnil, France",48.941345,2.46436,79,79,France,FR,France,FR,65.84704267
625,289,France,3,Defender,Disasi Axel,Axel Wilson Arthur,DISASI MHAKINIS BELHO,DISASI,3/11/1998 0:00,AS Monaco (FRA),190,"Gonesse, France",48.9864632,2.4497721,79,79,France,FR,France,FR,65.84704267
626,120,Cameroon,16,Goalkeeper,Epassy Devis,Devis Rogers,EPASSY MBOKA,EPASSY,2/2/1993 0:00,Abha Club (KSA),187,"Soisy-sous-Montmorency, France",48.988506,2.299731,79,79,France,FR,France,FR,65.84704267
627,645,Senegal,22,Defender,Ballo-toure Fode,Fode,BALLO,FODE BALLO,1/3/1997 0:00,AC Milan (ITA),182,"Conflans-Sainte-Honorine, France",49.000275,2.09178,79,79,France,FR,France,FR,65.84704267
628,304,France,18,Defender,Upamecano Dayot,Dayotchanculle Oswald,UPAMECANO,UPAMECANO,10/27/1998 0:00,FC Bayern München (GER),186,"Évreux, France",49.0270129,1.151361,79,79,France,FR,France,FR,65.84704267
629,108,Cameroon,4,Defender,Wooh Christopher,Christopher Maurice,WOOH,WOOH,9/18/2001 0:00,Stade Rennais FC (FRA),191,"Louvres, France",49.043002,2.506288,79,79,France,FR,France,FR,65.84704267
630,477,Morocco,10,Midfielder,Harit Amine,Amine,HARIT,HARIT,6/18/1997 0:00,Olympique Marseille (FRA),180,"Pontoise, France",49.050966,2.100645,79,79,France,FR,France,FR,65.84704267
631,297,France,11,Forward,Dembele Ousmane,Masour Ousmane,DEMBELE,DEMBELE,5/15/1997 0:00,FC Barcelona (ESP),178,"Vernon, France",49.091958,1.488107,79,79,France,FR,France,FR,65.84704267
635,294,France,8,Midfielder,Tchouameni Aurelien,Aurélien Djani,TCHOUAMENI,TCHOUAMENI,1/27/2000 0:00,Real Madrid CF (ESP),187,"Rouen, France",49.443232,1.099971,79,79,France,FR,France,FR,65.84704267
636,632,Senegal,9,Forward,Ndiaye Iliman,Iliman Cheikh Baroy,NDIAYE,ILIMAN,3/6/2000 0:00,Sheeld United FC (ENG),180,"Rouen, France",49.443232,1.099971,79,79,France,FR,France,FR,65.84704267
639,624,Senegal,1,Goalkeeper,Mendy Edouard,Edouard Osoque,MENDY,MENDY,3/1/1992 0:00,Chelsea FC (ENG),194,"Montivilliers, France",49.542538,0.19336,79,79,France,FR,France,FR,65.84704267
641,128,Cameroon,24,Defender,Ebosse Enzo,Enzo Jacques Rodolphe,EBOSSE,EBOSSE,3/11/1999 0:00,Udinese (ITA),185,"Amiens, France",49.894067,2.295753,79,79,France,FR,France,FR,65.84704267
651,288,France,2,Defender,Pavard Benjamin,Benjamin Jaques Marcel,PAVARD,PAVARD,3/28/1996 0:00,FC Bayern München (GER),186,"Maubeuge, France",50.280228,3.9674,79,79,France,FR,France,FR,65.84704267
659,348,Ghana,10,Forward,Ayew Andre,André Morgan Rami,AYEW,A. AYEW,12/17/1989 0:00,Al Sadd SC (QAT),175,"Seclin, France",50.545332,3.026566,79,79,France,FR,France,FR,65.84704267
661,290,France,4,Defender,Varane Raphael,Raphaël Xavier,VARANE,VARANE,4/25/1993 0:00,Manchester United FC (ENG),191,"Lille, France",50.62925,3.057256,79,79,France,FR,France,FR,65.84704267
203,648,Senegal,25,Forward,Jackson Nicolas,Nicolas,JACKSON,JACKSON,6/20/2001 0:00,Villarreal CF (ESP),186,"Banjul, Gambia",13.454375,-16.5753186,84,84,Gambia,GM,Gambia,GM,10.77610575
586,325,Germany,13,Midfielder,Mueller Thomas,Thomas,MÜLLER,MÜLLER,9/13/1989 0:00,FC Bayern München (GER),185,"Weilheim in Oberbayern, West Germany",47.8422367,11.1427463,86,86,Germany,DE,Germany,DE,56.11503765
587,323,Germany,11,Midfielder,Goetze Mario,Mario,GÖTZE,GÖTZE,6/3/1992 0:00,Eintracht Frankfurt (GER),176,"Memmingen, Germany",47.9837999,10.1801883,86,86,Germany,DE,Germany,DE,56.11503765
588,316,Germany,4,Defender,Ginter Matthias,Matthias Lukas,GINTER,GINTER,1/19/1994 0:00,SC Freiburg (GER),189,"Freiburg im Breisgau, Germany",47.9990077,7.8421043,86,86,Germany,DE,Germany,DE,56.11503765
589,747,Tunisia,20,Defender,Drager Mohamed,Mohamed,DRAGER,DRAGER,6/25/1996 0:00,FC Luzern (SUI),180,"Freiburg im Breisgau, Germany",47.9990077,7.8421043,86,86,Germany,DE,Germany,DE,56.11503765
590,332,Germany,20,Defender,Guenter Christian,Christian,GÜNTER,GÜNTER,2/28/1993 0:00,SC Freiburg (GER),184,"	Villingen-Schwenningen, Germany",48.0594021,8.4640869,86,86,Germany,DE,Germany,DE,56.11503765
591,184,Croatia,2,Defender,Stanisic Josip,Josip,STANIŠIĆ,STANIŠIĆ,4/2/2000 0:00,FC Bayern München (GER),186,"Munich, Germany",48.1351253,11.5819806,86,86,Germany,DE,Germany,DE,56.11503765
592,336,Germany,24,Forward,Adeyemi Karim,Karim David,ADEYEMI,ADEYEMI,1/18/2002 0:00,Borussia Dortmund (GER),180,"Munich, Germany",48.1351253,11.5819806,86,86,Germany,DE,Germany,DE,56.11503765
593,318,Germany,6,Midfielder,Kimmich Joshua,Joshua Walter,KIMMICH,KIMMICH,2/8/1995 0:00,FC Bayern München (GER),177,"Rottweil, Germany",48.1652577,8.628453,86,86,Germany,DE,Germany,DE,56.11503765
597,317,Germany,5,Defender,Kehrer Thilo,Jan Thilo,KEHRER,KEHRER,9/21/1996 0:00,West Ham United FC (ENG),186,"Tübingen, Germany",48.5216364,9.0576448,86,86,Germany,DE,Germany,DE,56.11503765
599,322,Germany,10,Forward,Gnabry Serge,Serge David,GNABRY,GNABRY,7/14/1995 0:00,FC Bayern München (GER),176,"Stuttgart, Germany",48.7758459,9.1829321,86,86,Germany,DE,Germany,DE,56.11503765
600,326,Germany,14,Midfielder,Musiala Jamal,Jamal,MUSIALA,MUSIALA,2/26/2003 0:00,FC Bayern München (GER),180,"Stuttgart, Germany",48.7758459,9.1829321,86,86,Germany,DE,Germany,DE,56.11503765
606,335,Germany,23,Defender,Schlotterbeck Nico,Nico Cedric,SCHLOTTERBECK,SCHLOTTERBECK,12/1/1999 0:00,Borussia Dortmund (GER),191,"Waiblingen, Germany",48.8293519,9.3185739,86,86,Germany,DE,Germany,DE,56.11503765
634,330,Germany,18,Midfielder,Hofmann Jonas,Jonas,HOFMANN,HOFMANN,7/14/1992 0:00,VfL Borussia Mönchengladbach (GER),176,"Heidelberg, Germany",49.3987524,8.6724335,86,86,Germany,DE,Germany,DE,56.11503765
637,324,Germany,12,Goalkeeper,Trapp Kevin,Kevin Christian,TRAPP,TRAPP,7/8/1990 0:00,Eintracht Frankfurt (GER),189,"Merzig, West Germany",49.4489588,6.6437843,86,86,Germany,DE,Germany,DE,56.11503765
638,315,Germany,3,Defender,Raum David,David,RAUM,RAUM,4/22/1998 0:00,RB Leipzig (GER),180,"Nuremberg, Germany",49.4521018,11.0766654,86,86,Germany,DE,Germany,DE,56.11503765
644,197,Croatia,15,Midfielder,Pasalic Mario,Mario,PAŠALIĆ,PAŠALIĆ,2/9/1995 0:00,Atalanta Bergamo (ITA),189,"Mainz, Germany",49.9928617,8.2472526,86,86,Germany,DE,Germany,DE,56.11503765
647,327,Germany,15,Defender,Suele Niklas,Niklas,SÜLE,SÜLE,9/3/1995 0:00,Borussia Dortmund (GER),195,"Frankfurt, Germany",50.1109221,8.6821267,86,86,Germany,DE,Germany,DE,56.11503765
669,319,Germany,7,Forward,Havertz Kai,Kai Lukas,HAVERTZ,HAVERTZ,6/11/1999 0:00,Chelsea FC (ENG),190,"Aachen, Germany",50.7753455,6.0838868,86,86,Germany,DE,Germany,DE,56.11503765
681,625,Senegal,2,Defender,Jakobs Ismail,Ismail Joshua,JAKOBS,JAKOBS,8/17/1999 0:00,AS Monaco (FRA),184,"Cologne, Germany",50.937531,6.9602786,86,86,Germany,DE,Germany,DE,56.11503765
689,334,Germany,22,Goalkeeper,Ter Stegen Marc-andre,Marc-André,TER STEGEN,TER STEGEN,4/30/1992 0:00,FC Barcelona (ESP),187,"Mönchengladbach, Germany",51.1941686,6.4315392,86,86,Germany,DE,Germany,DE,56.11503765
697,328,Germany,16,Defender,Klostermann Lukas,Lukas Manuel,KLOSTERMANN,KLOSTERMANN,6/3/1995 0:00,RB Leipzig (GER),187,"Herdecke, Germany",51.4031667,7.4328376,86,86,Germany,DE,Germany,DE,56.11503765
701,331,Germany,19,Midfielder,Sane Leroy,Leroy Aziz,SANÉ,SANE,1/11/1996 0:00,FC Bayern München (GER),183,"Essen, Germany",51.4556432,7.0115552,86,86,Germany,DE,Germany,DE,56.11503765
703,320,Germany,8,Midfielder,Goretzka Leon,Leon Christoph,GORETZKA,GORETZKA,2/6/1995 0:00,FC Bayern München (GER),189,"Bochum, Germany",51.4818445,7.2162363,86,86,Germany,DE,Germany,DE,56.11503765
711,333,Germany,21,Midfielder,Guendogan Ilkay,Ilkay,GÜNDOGAN,GÜNDOGAN,10/24/1990 0:00,Manchester City FC (ENG),180,"Gelsenkirchen, Germany",51.5187651,7.0838411,86,86,Germany,DE,Germany,DE,56.11503765
715,313,Germany,1,Goalkeeper,Neuer Manuel,Manuel Peter,NEUER,NEUER,3/27/1986 0:00,FC Bayern München (GER),193,"Gelsenkirchen, West Germany",51.5404553,7.0487091,86,86,Germany,DE,Germany,DE,56.11503765
716,725,Switzerland,24,Goalkeeper,Koehn Philipp,Philipp Francois,KÖHN,KÖHN,4/2/1998 0:00,FC Red Bull Salzburg (AUT),190,"Dinslaken, Germany",51.5674264,6.747534,86,86,Germany,DE,Germany,DE,56.11503765
747,826,Wales,21,Goalkeeper,Davies Adam,Adam Rhys,DAVIES,A DAVIES,7/17/1992 0:00,Sheeld United FC (ENG),185,"Rinteln, Germany",52.2020461,9.0759703,86,86,Germany,DE,Germany,DE,56.11503765
765,321,Germany,9,Forward,Fuellkrug Niclas,Niclas,FÜLLKRUG,FÜLLKRUG,2/9/1993 0:00,SV Werder Bremen (GER),188,"Hanover, Germany",52.3758916,9.7320104,86,86,Germany,DE,Germany,DE,56.11503765
772,314,Germany,2,Defender,Ruediger Antonio,Antonio,RÜDIGER,RÜDIGER,3/3/1993 0:00,Real Madrid CF (ESP),190,"Berlin, Germany",52.5200066,13.404954,86,86,Germany,DE,Germany,DE,56.11503765
782,329,Germany,17,Midfielder,Brandt Julian,Julian,BRANDT,BRANDT,5/2/1996 0:00,Borussia Dortmund (GER),183,"Bremen, Germany",53.0792962,8.8016937,86,86,Germany,DE,Germany,DE,56.11503765
792,117,Cameroon,13,Forward,Choupo-moting Eric Maxim,Eric Maxim,CHOUPO-MOTING,CHOUPO-MOTING,3/23/1989 0:00,FC Bayern München (GER),191,"Hamburg, West Germany",53.5488282,9.9871703,86,86,Germany,DE,Germany,DE,56.11503765
147,149,Canada,19,Forward,Davies Alphonso,Alphonso Boyle,DAVIES,DAVIES,11/2/2000 0:00,FC Bayern München (GER),183,"Buduburam, Ghana",5.5247986,-0.4738293,87,87,Ghana,GH,Ghana,GH,23.01366355
148,362,Ghana,24,Midfielder,Sowah Kamal,Kamal,SOWAH,SOWAH,1/9/2000 0:00,Club Brugge (BEL),179,"Sabon Zango, Ghana",5.5524939,-0.2350201,87,87,Ghana,GH,Ghana,GH,23.01366355
149,346,Ghana,8,Midfielder,Kyereh Daniel-ko,Daniel-Ko,KYEREH,KYERE,3/8/1996 0:00,SC Freiburg (GER),179,"Accra, Ghana",5.6037168,-0.1869644,87,87,Ghana,GH,Ghana,GH,23.01366355
150,349,Ghana,11,Midfielder,Bukari Osman,Osman,BUKARI,OSMAN,12/13/1998 0:00,FK Crvena Zvezda (SRB),170,"Accra, Ghana",5.6037168,-0.1869644,87,87,Ghana,GH,Ghana,GH,23.01366355
151,350,Ghana,12,Goalkeeper,Danlad Ibrahim,Danlad,IBRAHIM,DANLAD,12/2/2002 0:00,Asante Kotoko SC (GHA),181,"Accra, Ghana",5.6037168,-0.1869644,87,87,Ghana,GH,Ghana,GH,23.01366355
152,352,Ghana,14,Defender,Mensah Gideon,Gideon,MENSAH,MENSAH,7/18/1998 0:00,AJ Auxerre (FRA),178,"Accra, Ghana",5.6037168,-0.1869644,87,87,Ghana,GH,Ghana,GH,23.01366355
153,354,Ghana,16,Goalkeeper,Nurudeen Manaf,Abdul Manaf,NURUDEEN,MANAF,2/8/1999 0:00,KAS Eupen (BEL),190,"Accra, Ghana",5.6037168,-0.1869644,87,87,Ghana,GH,Ghana,GH,23.01366355
154,356,Ghana,18,Defender,Amartey Daniel,Daniel,AMARTEY,AMARTEY,12/21/1994 0:00,Leicester City FC (ENG),186,"Accra, Ghana",5.6037168,-0.1869644,87,87,Ghana,GH,Ghana,GH,23.01366355
155,358,Ghana,20,Midfielder,Kudus Mohammed,Kudus,MOHAMMED,KUDUS,8/2/2000 0:00,AFC Ajax (NED),175,"Accra, Ghana",5.6037168,-0.1869644,87,87,Ghana,GH,Ghana,GH,23.01366355
156,359,Ghana,21,Midfielder,Abdul Samed Salis,Salis,ABDUL SAMED,SALIS,3/26/2000 0:00,RC Lens (FRA),179,"Accra, Ghana",5.6037168,-0.1869644,87,87,Ghana,GH,Ghana,GH,23.01366355
158,353,Ghana,15,Defender,Aidoo Joseph,Joseph,AIDOO,AIDOO,9/29/1995 0:00,RC Celta Vigo (ESP),184,"Tema, Ghana",5.7348119,0.0302354,87,87,Ghana,GH,Ghana,GH,23.01366355
160,343,Ghana,5,Midfielder,Partey Thomas,Thomas Teye,PARTEY,PARTEY,6/13/1993 0:00,Arsenal FC (ENG),185,"Krobo Odumase, Ghana",5.9568227,0.0513246,87,87,Ghana,GH,Ghana,GH,23.01366355
162,342,Ghana,4,Defender,Salisu Mohammed,Mohammed Salisu,ABDUL KARIM,SALISU,4/19/1999 0:00,Southampton FC (ENG),191,"Kumasi, Ghana",6.6666004,-1.6162709,87,87,Ghana,GH,Ghana,GH,23.01366355
163,351,Ghana,13,Midfielder,Afriyie Daniel,Daniel,AFRIYIE BERNIEH,BERNIEH,6/26/2001 0:00,Hearts Of Oak SC (GHA),170,"Kumasi, Ghana",6.6666004,-1.6162709,87,87,Ghana,GH,Ghana,GH,23.01366355
164,364,Ghana,26,Defender,Alidu Seidu,Seidu,ALIDU,SEIDU,6/4/2000 0:00,Clermont Foot (FRA),173,"Kumasi, Ghana",6.6666004,-1.6162709,87,87,Ghana,GH,Ghana,GH,23.01366355
165,580,Qatar,9,Forward,Mohammed Muntari,Mohammed,MUNTARI,MUNTARI,12/20/1993 0:00,Al Duhail SC (QAT),192,"Kumasi, Ghana",6.6666004,-1.6162709,87,87,Ghana,GH,Ghana,GH,23.01366355
167,360,Ghana,22,Midfielder,Sulemana Kamaldeen,Kamaldeen,SULEMANA,SULEMANA,2/15/2002 0:00,Stade Rennais FC (FRA),174,"Techiman, Ghana",7.5908801,-1.9343555,87,87,Ghana,GH,Ghana,GH,23.01366355
170,339,Ghana,1,Goalkeeper,Zigi Lawrence Ati,Lawrence Ati,ZIGI,ZIGI,11/29/1996 0:00,FC St. Gallen (SUI),188,"Tamale, Ghana",9.4034226,-0.842416,87,87,Ghana,GH,Ghana,GH,23.01366355
171,345,Ghana,7,Midfielder,Issahaku Fatawu,Abdul Fatawu,ISSAHAKU,FATAWU,3/8/2004 0:00,Sporting CP (POR),177,"Tamale, Ghana",9.4034226,-0.842416,87,87,Ghana,GH,Ghana,GH,23.01366355
172,355,Ghana,17,Defender,Baba Abdul Rahman,Abdul Rahman,BABA,BABA,7/2/1994 0:00,Reading FC (ENG),180,"Tamale, Ghana",9.4034226,-0.842416,87,87,Ghana,GH,Ghana,GH,23.01366355
198,558,Portugal,13,Defender,Danilo Pereira,Danilo Luis Hélio,PEREIRA,DANILO,9/9/1991 0:00,Paris Saint-Germain FC (FRA),188,"Bissau, Guinea-Bissau",11.803749,-15.180413,98,98,Guinea-Bissau,GW,Guinea-Bissau,GW,17.26042444
199,700,Spain,25,Forward,Fati Ansu,Anssumane,FATI VIEIRA,ANSU FATI,10/31/2002 0:00,FC Barcelona (ESP),178,"Bissau, Guinea-Bissau",11.803749,-15.180413,98,98,Guinea-Bissau,GW,Guinea-Bissau,GW,17.26042444
288,373,Iran,9,Forward,Taremi Mehdi,Mehdi,TAREMI,TAREMI,7/18/1992 0:00,FC Porto (POR),185,"Bushehr, Iran",28.9144913,50.8279019,107,107,Iran,IR,"Iran, Islamic Republic of",IR,75.77321354
290,388,Iran,24,Goalkeeper,Hosseini Hossein,Seyedhossein,HOSSEINI,H. HOSSEINI,6/30/1992 0:00,Esteghlal Tehran FC (IRN),187,"Shiraz, Iran",29.5926119,52.5835646,107,107,Iran,IR,"Iran, Islamic Republic of",IR,75.77321354
291,377,Iran,13,Defender,Kanani Hossein,Mohammadhossein,KANANI ZADEGAN,KANANI,3/23/1994 0:00,Al Ahli SC (QAT),188,"Bandar-e Mahshahr, Iran",30.5549969,49.187884,107,107,Iran,IR,"Iran, Islamic Republic of",IR,75.77321354
307,365,Iran,1,Goalkeeper,Beiranvand Alireza,Ali Reza,SAFARBEIRANVAND,ALIREZA BEIRANVAND,9/21/1992 0:00,Perspolis Tehran (IRN),194,"Sarab-e Yas, Khorramabad, Iran",33.430291,48.3427034,107,107,Iran,IR,"Iran, Islamic Republic of",IR,75.77321354
312,375,Iran,11,Midfielder,Amiri Vahid,Vahid,AMIRI,V. AMIRI,4/2/1988 0:00,Perspolis Tehran (IRN),179,"Darreh-ye Badam, Khorramabad, Iran",33.6006047,48.0153141,107,107,Iran,IR,"Iran, Islamic Republic of",IR,75.77321354
321,367,Iran,3,Defender,Hajisafi Ehsan,Ehsan,HAJI SAFI,E. HAJISAFI,2/25/1990 0:00,AEK Athens (GRE),178,"Kashan, Iran",33.9910347,51.4235414,107,107,Iran,IR,"Iran, Islamic Republic of",IR,75.77321354
353,380,Iran,16,Midfielder,Torabi Mehdi,Mahdi,TORABI,M. TORABI,9/10/1994 0:00,Persepolis FC (IRN),180,"Eshtehard, Iran",35.7211614,50.3684045,107,107,Iran,IR,"Iran, Islamic Republic of",IR,75.77321354
354,369,Iran,5,Defender,Mohammadi Milad,Milad,MOHAMMADIKESHMARZI,M. MOHAMMADI,9/29/1993 0:00,AEK Athens (GRE),178,"Tehran, Iran",35.7218583,51.3346954,107,107,Iran,IR,"Iran, Islamic Republic of",IR,75.77321354
355,376,Iran,12,Goalkeeper,Niazmand Payam,Seyed Payam,NIAZMANDGHADER,PAYAM,4/6/1995 0:00,Sepahan FC (IRN),194,"Tehran, Iran",35.7218583,51.3346954,107,107,Iran,IR,"Iran, Islamic Republic of",IR,75.77321354
356,379,Iran,15,Defender,Cheshmi Roozbeh,Roozbeh,CHESHMI,ROOZBEH,7/24/1993 0:00,Esteghlal Tehran FC (IRN),194,"Tehran, Iran",35.7218583,51.3346954,107,107,Iran,IR,"Iran, Islamic Republic of",IR,75.77321354
357,383,Iran,19,Defender,Hosseini Majid,Seyedmajid,HOSSEINI,MAJID,6/20/1996 0:00,Kayserispor (TUR),187,"Tehran, Iran",35.7218583,51.3346954,107,107,Iran,IR,"Iran, Islamic Republic of",IR,75.77321354
358,386,Iran,22,Goalkeeper,Abedzadeh Amir,Amir,ABEDZADEH,ABEDZADEH,4/26/1993 0:00,SD Ponferradina (ESP),186,"Tehran, Iran",35.7218583,51.3346954,107,107,Iran,IR,"Iran, Islamic Republic of",IR,75.77321354
361,382,Iran,18,Midfielder,Karimi Ali,Ali,KARIMI,A. KARIMI,2/11/1994 0:00,Kayserispor (TUR),185,"Karaj, Iran",35.8438581,50.9714995,107,107,Iran,IR,"Iran, Islamic Republic of",IR,75.77321354
370,389,Iran,25,Defender,Jalali Abolfazl,Seyedabolfazl,JALALIBOORANI,JALALI,6/26/1998 0:00,Esteghlal Tehran FC (IRN),177,"Amol, Iran",36.4706318,52.3466278,107,107,Iran,IR,"Iran, Islamic Republic of",IR,75.77321354
372,372,Iran,8,Defender,Pouraliganji Morteza,Morteza,POURALI GANJI,M. POURALIGANJI,4/19/1992 0:00,Perspolis Tehran (IRN),185,"Babol, Iran",36.5386629,52.6764543,107,107,Iran,IR,"Iran, Islamic Republic of",IR,75.77321354
373,387,Iran,23,Defender,Rezaeian Ramin,Ramin,REZAEIANSEMESKANDI,RAMIN,3/21/1990 0:00,Sepahan FC (IRN),184,"Sari, Iran",36.5658729,53.0586328,107,107,Iran,IR,"Iran, Islamic Republic of",IR,75.77321354
376,368,Iran,4,Defender,Khalilzadeh Shoja,Shojae,KHALILZADEH,SHOJA,5/14/1989 0:00,Al Ahli SC (QAT),179,"Bahnemir, Mazandaran, Iran",36.6672199,52.7622483,107,107,Iran,IR,"Iran, Islamic Republic of",IR,75.77321354
377,371,Iran,7,Midfielder,Jahanbakhsh Alireza,Alireza,JAHAN BAKHSH JIRANDEH,A. JAHANBAKHSH,8/11/1993 0:00,Feyenoord Rotterdam (NED),181,"Jirandeh, Iran",36.7011948,49.7927514,107,107,Iran,IR,"Iran, Islamic Republic of",IR,75.77321354
387,385,Iran,21,Midfielder,Noorollahi Ahmad,Ahmad,NOOROLLAHI,AHMAD,2/1/1993 0:00,Shabab Al Ahli Club (UAE),185,"Azadshahr, Iran",37.0871944,55.1738513,107,107,Iran,IR,"Iran, Islamic Republic of",IR,75.77321354
391,384,Iran,20,Forward,Azmoun Sardar,Sardar,AZMOUN,S. AZMOUN,1/1/1995 0:00,Bayer 04 Leverkusen (GER),186,"Gonbad-e Kavus, Iran",37.2523295,55.1671199,107,107,Iran,IR,"Iran, Islamic Republic of",IR,75.77321354
397,370,Iran,6,Midfielder,Ezatolahi Saeid,Saeid,EZATOLAHI AFAGH,S. EZATOLAHI,10/1/1996 0:00,Vejle BK (DEN),190,"Bandar-e Anzali, Iran",37.4639089,49.4798635,107,107,Iran,IR,"Iran, Islamic Republic of",IR,75.77321354
403,366,Iran,2,Defender,Moharrami Sadegh,Sadegh,MOHARRAMI GETGASARI,MOHARRAMI,3/1/1996 0:00,GNK Dinamo Zagreb (CRO),174,"Hashtpar, Iran",37.793322,48.904528,107,107,Iran,IR,"Iran, Islamic Republic of",IR,75.77321354
406,374,Iran,10,Forward,Ansarifard Karim,Karim,ANSARI FARD,KARIM,4/3/1990 0:00,AC Omonia (CYP),186,"Ardabil, Iran",38.2431757,48.2976116,107,107,Iran,IR,"Iran, Islamic Republic of",IR,75.77321354
407,381,Iran,17,Midfielder,Gholizadeh Ali,Ali,GHOLI ZADEHNOJEHDEH,A. GHOLIZADEH,3/10/1996 0:00,Sporting Charleroi (BEL),176,"Ardabil, Iran",38.2431757,48.2976116,107,107,Iran,IR,"Iran, Islamic Republic of",IR,75.77321354
305,575,Qatar,4,Defender,Mohammed Waad,Mohammed Waad A,ALBAYATI,WAAD,9/18/1999 0:00,Al Sadd SC (QAT),183,"Baghdad, Iraq",33.315241,44.3660671,108,108,Iraq,IQ,Iraq,IQ,33.62001492
306,586,Qatar,15,Defender,Bassam Alrawi,Bassam Husham A,ALRAWI,BASSAM,12/16/1997 0:00,Al Duhail SC (QAT),175,"Baghdad, Iraq",33.315241,44.3660671,108,108,Iraq,IQ,Iraq,IQ,33.62001492
459,540,Poland,21,Midfielder,Zalewski Nicola,Nicola,ZALEWSKI,ZALEWSKI,1/23/2002 0:00,AS Roma (ITA),175,"Tivoli, Italy",41.959817,12.8022261,112,112,Italy,IT,Italy,IT,68.04430092
480,488,Morocco,21,Forward,Cheddira Walid,Walid,CHEDDIRA,CHEDDIRA,1/22/1998 0:00,SSC Bari (ITA),187,"Loreto, Italy",43.4363086,13.6189078,112,112,Italy,IT,Italy,IT,68.04430092
525,312,France,26,Forward,Thuram Marcus,Marcus Lilian,THURAM-ULIEN,THURAM,8/6/1997 0:00,VfL Borussia Mönchengladbach (GER),192,"Parma, Italy",44.801485,10.3279036,112,112,Italy,IT,Italy,IT,68.04430092
222,270,England,10,Forward,Sterling Raheem,Raheem,STERLING,STERLING,12/8/1994 0:00,Chelsea FC (ENG),170,"Kingston, Jamaica",18.0178743,-76.8099041,113,113,Jamaica,JM,Jamaica,JM,5.385819543
300,411,Japan,22,Defender,Yoshida Maya,Maya,YOSHIDA,YOSHIDA,8/24/1988 0:00,FC Schalke 04 (GER),189,"Nagasaki, Japan",32.7503334,129.8778888,114,114,Japan,JP,Japan,JP,118.0531012
301,392,Japan,3,Defender,Taniguchi Shogo,Shogo,TANIGUCHI,TANIGUCHI,7/15/1991 0:00,Kawasaki Frontale (JPN),183,"Kumamoto, Kumamoto, Japan",32.8032164,130.7079369,114,114,Japan,JP,Japan,JP,118.0531012
