National Team,Number,POS,PLAYER NAME,FIRST NAME(S),LAST NAME(S),NAME ON SHIRT,DOB,CLUB,HEIGHT (CM),Birth,birth_lat,birth_long
Mexico,8,Midfielder,RODRIGUEZ Carlos,Carlos Alberto,RODRIGUEZ GOMEZ,C. RODRIGUEZ,3/1/1997,Cruz Azul (MEX),170,"San Nicolás de los Garza, Nuevo León, Mexico",25.7493469,-100.2868973
Mexico,9,Forward,JIMENEZ Raul,Raul Alonso,JIMENEZ RODRIGUEZ,RAUL,5/5/1991,Wolverhampton Wanderers FC (ENG),188,"Tepeji, Hidalgo, Mexico",19.9114508,-99.3506604
Mexico,10,Forward,VEGA Alexis,Ernesto Alexis,VEGA ROJAS,A. VEGA,25/11/1997,CD Guadalajara (MEX),175,"Mexico City, Mexico",19.4326077,-99.133208
Mexico,11,Forward,FUNES MORI Rogelio,Rogelio Gabriel,FUNES MORI,R. FUNES MORI,5/3/1991,CF Monterrey (MEX),186,"Mendoza, Argentina",-32.8894587,-68.8458386
Mexico,12,Goalkeeper,COTA Rodolfo,Rodolfo,COTA ROBLES,R. COTA,3/7/1987,Club León (MEX),188,"Mazatlán, Sinaloa, Mexico",23.2494148,-106.4111425
Mexico,13,Goalkeeper,OCHOA Guillermo,Francisco Guillermo,OCHOA MAGAÑA,G. OCHOA,13/07/1985,Club América (MEX),185,"Guadalajara, Jalisco, Mexico",20.6596988,-103.3496092
Mexico,14,Midfielder,GUTIERREZ Erick,Erick Gabriel,GUTIERREZ GALAVIZ,E. GUTIERREZ,15/06/1995,PSV Eindhoven (NED),176,"Ahome, Sinaloa, Mexico",25.9197727,-109.1746261
Mexico,15,Defender,MORENO Hector,Hector Alfredo,MORENO HERRERA,H. MORENO,17/01/1988,CF Monterrey (MEX),182,"Culiacán, Sinaloa, Mexico",24.8090649,-107.3940117
Mexico,16,Midfielder,HERRERA Hector,Hector Miguel,HERRERA LOPEZ,H. HERRERA,19/04/1990,Houston Dynamo (USA),180,"Tijuana, Baja California, Mexico",32.5149469,-117.0382471
Mexico,17,Forward,PINEDA Orbelin,Orbelin,PINEDA ALVARADO,O. PINEDA,24/03/1996,AEK Athens (GRE),169,"Coyuca de Catalán, Guerrero, Mexico",18.3301952,-100.7013332
Mexico,18,Midfielder,GUARDADO Andres,Jose Andres,GUARDADO HERNANDEZ,A. GUARDADO,28/09/1986,Real Betis (ESP),167,"Guadalajara, Mexico",20.6596988,-103.3496092
Mexico,19,Defender,SANCHEZ Jorge,Jorge Eduardo,SANCHEZ RAMOS,J. SANCHEZ,10/12/1997,AFC Ajax (NED),170,"Torreón, Coahuila, Mexico",25.5428443,-103.4067861
Mexico,20,Forward,MARTIN Henry,Henry Josue,MARTIN MEX,H. MARTIN,18/11/1992,Club América (MEX),180,"Mérida, Yucatán, Mexico",20.9673702,-89.5925857
Mexico,21,Forward,ANTUNA Uriel,Carlos Uriel,ANTUNA ROMERO,U. ANTUNA,21/08/1997,Cruz Azul (MEX),167,"Gómez Palacio, Durango, Mexico",25.5891476,-103.485862
Mexico,22,Forward,LOZANO Hirving,Hirving Rodrigo,LOZANO BAHENA,H. LOZANO,30/07/1995,SSC Napoli (ITA),176,"Mexico City, Mexico",19.4326077,-99.133208
Mexico,23,Defender,GALLARDO Jesus,Jesus Daniel,GALLARDO VASCONCELOS,J. GALLARDO,15/08/1994,CF Monterrey (MEX),174,"Cárdenas, Tabasco, Mexico",18.0012067,-93.37323390000002
Mexico,24,Midfielder,CHAVEZ Luis,Luis Gerardo,CHAVEZ MAGALLON,L. CHAVEZ,15/01/1996,CF Pachuca (MEX),178,"Cihuatlán, Jalisco, Mexico",19.2376572,-104.5684406
Mexico,25,Forward,ALVARADO Roberto,Roberto Carlos,ALVARADO HERNÁNDEZ,R. ALVARADO,7/9/1998,CD Guadalajara (MEX),176,"Salamanca, Guanajuato, Mexico",20.5739314,-101.1957172
Mexico,26,Defender,ALVAREZ Kevin,Kevin Nahin,ALVAREZ CAMPOS,K. ALAVREZ,15/01/1999,CF Pachuca (MEX),176,"Colima, Mexico",19.2452342,-103.7240868
Morocco,1,Goalkeeper,BOUNOU Yassine,Yassine,BOUNOU,BONO,5/4/1991,Sevilla FC (ESP),190,"Montreal, Quebec, Canada",45.5018869,-73.56739189999999
Morocco,2,Defender,HAKIMI Achraf,Achraf,HAKIMI,HAKIMI,4/11/1998,Paris Saint-Germain FC (FRA),181,"Madrid, Spain",40.4167754,-3.7037902
Morocco,3,Defender,MAZRAOUI Noussair,Noussair,MAZRAOUI,MAZRAOUI,14/11/1997,FC Bayern München (GER),183,"Leiderdorp, Netherlands",52.1509854,4.5281733
Morocco,4,Midfielder,AMRABAT Sofyan,Sofyan,AMRABAT,AMRABAT,21/08/1996,ACF Fiorentina (ITA),183,"Huizen, Netherlands",52.2994652,5.2433925
Morocco,5,Defender,AGUERD Nayef,Nayef,AGUERD,AGUERD,30/03/1996,West Ham United FC (ENG),190,"Kenitra, Morocco",34.2540503,-6.5890166
Morocco,6,Defender,SAISS Romain,Romain Ghanem Paul,SAISS,SAISS,26/03/1990,Besiktas JK (TUR),190,"Bourg-de-Péage, France",45.040419,5.050948
Morocco,7,Midfielder,ZIYECH Hakim,Hakim,ZIYACH,ZIYECH,19/03/1993,Chelsea FC (ENG),181,"Dronten, Netherlands",52.5346819,5.7218086
Morocco,8,Midfielder,OUNAHI Azzedine,Azz-Eddine,OUNAHI,OUNAHI,19/04/2000,Angers SCO (FRA),182,"Casablanca, Morocco",33.5731104,-7.589843399999999
Morocco,9,Forward,HAMDALLAH Abderrazak,Abderrazzaq,HAMED-ALLAH,HAMEDALLAH,17/12/1990,Al Ittihad FC (KSA),179,"Safi, Morocco",32.3008151,-9.2272033
Morocco,10,Midfielder,HARIT Amine,Amine,HARIT,HARIT,18/06/1997,Olympique Marseille (FRA),180,"Pontoise, France",49.050966,2.100645
Morocco,11,Forward,SABIRI Abdelhamid,Abdelhamid,SABIRI,SABIRI,28/11/1996,UC Sampdoria (ITA),186,"Goulmima, Morocco",31.6891751,-4.9574947
Morocco,12,Goalkeeper,EL KAJOUI Munir,Monir,EL KAJOUI,EL KAJOUI,10/5/1989,Al Wehda FC (KSA),190,"Melilla, Spain",35.2922775,-2.9380973
Morocco,13,Midfielder,CHAIR Ilias,Ilias,CHAIR,CHAIR,30/10/1997,Queens Park Rangers FC (ENG),164,"Antwerp, Belgium",51.2213404,4.4051485
Morocco,14,Midfielder,ABOUKHLAL Zakaria,Zakaria,ABOUKHLAL,ABOUKHLAL,18/02/2000,Toulouse FC (FRA),179,"Rotterdam, Netherlands",51.9244201,4.4777325
Morocco,15,Midfielder,AMALLAH Selim,Selim,AMALLAH,AMALLAH,15/11/1996,Standard Liège (BEL),186,"Hautrage, Belgium",50.4792056,3.7659709
Morocco,16,Forward,EZ Abde,Abdessamad,EZZALZOULI,EZZALZOULI,17/12/2001,CA Osasuna (ESP),177,"Beni Mellal, Morocco",32.342443,-6.375799
Morocco,17,Midfielder,BOUFAL Soane,Soane,BOUFAL,BOUFAL,17/09/1993,Angers SCO (FRA),170,"Paris, France",48.856614,2.3522219
Morocco,18,Defender,EL YAMIQ Jawad,Jawad,EL-YAMIQ,EL-YAMIQ,29/02/1992,Real Valladolid CF (ESP),193,"Khouribga, Morocco",32.886023,-6.9208655
Morocco,19,Forward,EN-NESYRI Youssef,Youssef,EN-NESYRI,EN-NESYRI,1/6/1997,Sevilla FC (ESP),188,"Fez, Morocco",34.0181246,-5.0078451
Morocco,20,Defender,DARI Achraf,Achraf,DARI,DARI,6/5/1999,Stade Brest (FRA),190,"Casablanca, Morocco",33.5731104,-7.589843399999999
Morocco,21,Forward,CHEDDIRA Walid,Walid,CHEDDIRA,CHEDDIRA,22/01/1998,SSC Bari (ITA),187,"Loreto, Italy",43.4363086,13.6189078
Morocco,22,Goalkeeper,TAGNAOUTI Reda,Ahmed Reda,TAGNAOUTI,TAGNAOUTI,5/4/1996,Wydad Casablanca (MAR),186,"Fes, Morocco",34.0181246,-5.0078451
Morocco,23,Midfielder,EL KHANNOUSS Bilal,Bilal,EL KHANNOUSS,EL KHANNOUSS,10/5/2004,KRC Genk (BEL),180,"Strombeek-Bever, Belgium",50.9103739,4.35564
Morocco,24,Defender,BENOUN Badr,Badr,BENOUN,BENOUN,30/09/1993,Qatar SC (QAT),188,"Casablanca, Morocco",33.5731104,-7.589843399999999
Morocco,25,Defender,ATTIAT-ALLAH Yahya,Yahya,ATTIAT-ALLAH EL IDRISSI,ATTIAT-ALLAH,2/3/1995,Wydad Casablanca (MAR),176,"Safi, Morocco",32.3008151,-9.2272033
Morocco,26,Midfielder,JABRANE Yahya,Yahya,JABRANE,JABRANE,18/06/1991,Wydad Casablanca (MAR),183,"Settat, Morocco",32.99242419999999,-7.622266499999999
Netherlands,1,Goalkeeper,PASVEER Remko,Remko Jurian,PASVEER,PASVEER,8/11/1983,AFC Ajax (NED),188,"Enschede, Netherlands",52.2215372,6.8936619
Netherlands,2,Defender,TIMBER Jurrien,Jurriën David Norman,TIMBER,TIMBER,17/06/2001,AFC Ajax (NED),179,"Utrecht, Netherlands",52.09073739999999,5.1214201
Netherlands,3,Defender,DE LIGT Matthijs,Matthijs,DE LIGT,DE LIGT,12/8/1999,FC Bayern München (GER),187,"Leiderdorp, Netherlands",52.1509854,4.5281733
Netherlands,4,Defender,VAN DIJK Virgil,Virgil,VAN DIJK,VIRGIL,8/7/1991,Liverpool FC (ENG),195,"Breda, Netherlands",51.5719149,4.768323
Netherlands,5,Defender,AKE Nathan,Nathan Benjamin,AKÉ,AKÉ,18/02/1995,Manchester City FC (ENG),180,"The Hague, Netherlands",52.0704978,4.3006999
Netherlands,6,Defender,DE VRIJ Stefan,Stefan,DE VRIJ,DE VRIJ,5/2/1992,FC Internazionale (ITA),190,"Ouderkerk aan den IJssel, Netherlands",51.93244809999999,4.637178599999999
Netherlands,7,Forward,BERGWIJN Steven,Steven Charles,BERGWIJN,BERGWIJN,8/10/1997,AFC Ajax (NED),175,"Amsterdam, Netherlands",52.3675734,4.9041389
Netherlands,8,Forward,GAKPO Cody,Cody Mathès,GAKPO,GAKPO,7/5/1999,PSV Eindhoven (NED),193,"Eindhoven, Netherlands",51.42314229999999,5.462289699999999
Netherlands,9,Forward,DE JONG Luuk,Luuk,DE JONG,L. DE JONG,27/08/1990,PSV Eindhoven (NED),188,"Aigle, Switzerland",46.3190253,6.970566
Netherlands,10,Forward,DEPAY Memphis,Memphis,DEPAY,MEMPHIS,13/02/1994,FC Barcelona (ESP),178,"Moordrecht, Netherlands",51.9873863,4.6689582
Netherlands,11,Midfielder,BERGHUIS Steven,Steven,BERGHUIS,BERGHUIS,19/12/1991,AFC Ajax (NED),182,"Apeldoorn, Netherlands",52.21115700000001,5.9699231
Netherlands,12,Forward,LANG Noa,Noa Noëll,LANG,LANG,17/06/1999,Club Brugge (BEL),176,"Capelle aan den IJssel, Netherlands",51.9301505,4.5777053
Netherlands,13,Goalkeeper,BIJLOW Justin,Justin,BIJLOW,BIJLOW,22/01/1998,Feyenoord Rotterdam (NED),188,"Rotterdam, Netherlands",51.9244201,4.4777325
Netherlands,14,Midfielder,KLAASSEN Davy,Davy,KLAASSEN,KLAASSEN,21/02/1993,AFC Ajax (NED),179,"Hilversum, Netherlands",52.2291696,5.166897400000001
Netherlands,15,Midfielder,DE ROON Marten,Marten Elco,DE ROON,DE ROON,29/03/1991,Atalanta Bergamo (ITA),186,"Zwijndrecht, Netherlands",51.8105978,4.6272719
Netherlands,16,Defender,MALACIA Tyrell,Tyrell Johannes Chicco,MALACIA,MALACIA,17/08/1999,Manchester United FC (ENG),170,"Rotterdam, Netherlands",51.9244201,4.4777325
Netherlands,17,Defender,BLIND Daley,Daley,BLIND,BLIND,9/3/1990,AFC Ajax (NED),180,"Amsterdam, Netherlands",52.3675734,4.9041389
Netherlands,18,Forward,JANSSEN Vincent,Vincent Petrus Anna Sebastiaan,JANSSEN,JANSSEN,15/06/1994,Royal Antwerp FC (BEL),184,"Heesch, Netherlands",51.7317098,5.5278266
Netherlands,19,Forward,WEGHORST Wout,Wout François Maria,WEGHORST,WEGHORST,7/8/1992,Besiktas JK (TUR),197,"Borne, Netherlands",52.3002366,6.7537258
Netherlands,20,Midfielder,KOOPMEINERS Teun,Teun,KOOPMEINERS,KOOPMEINERS,28/02/1998,Atalanta Bergamo (ITA),184,"Castricum, Netherlands",52.5452585,4.6727354
Netherlands,21,Midfielder,DE JONG Frenkie,Frenkie,DE JONG,F. DE JONG,12/5/1997,FC Barcelona (ESP),181,"	Gorinchem, Netherlands",51.8372247,4.9758292
Netherlands,22,Defender,DUMFRIES Denzel,Denzel Justus Morris,DUMFRIES,DUMFRIES,18/04/1996,FC Internazionale (ITA),188,"Rotterdam, Netherlands",51.9244201,4.4777325
Netherlands,23,Goalkeeper,NOPPERT Andries,Andries,NOPPERT,NOPPERT,7/4/1994,SC Heerenveen (NED),203,"Heerenveen, Netherlands",52.9605613,5.920521700000001
Netherlands,24,Midfielder,TAYLOR Kenneth,Kenneth Ina Dorothea,TAYLOR,TAYLOR,16/05/2002,AFC Ajax (NED),182,"Alkmaar, Netherlands",52.6323813,4.753375399999999
Netherlands,25,Midfielder,SIMONS Xavi,Xavi Quentin Shay,SIMONS,SIMONS,21/04/2003,PSV Eindhoven (NED),179,"Amsterdam, Netherlands",52.3675734,4.9041389
Netherlands,26,Defender,FRIMPONG Jeremie,Jeremie Agyekum,FRIMPONG,FRIMPONG,10/12/2000,Bayer 04 Leverkusen (GER),171,"Amsterdam, Netherlands",52.3675734,4.9041389
Poland,1,Goalkeeper,SZCZESNY Wojciech,Wojciech Tomasz,SZCZĘSNY,SZCZĘSNY,18/04/1990,Juventus FC (ITA),195,"Warsaw, Poland",52.2296756,21.0122287
Poland,2,Defender,CASH Matty,Matthew Stuart,CASH,CASH,7/8/1997,Aston Villa FC (ENG),185,"Slough, England",51.51053839999999,-0.5950405999999999
Poland,3,Defender,JEDRZEJCZYK Artur,Artur Marcin,JĘDRZEJCZYK,JĘDRZEJCZYK,4/11/1987,Legia Warsaw (POL),189,"Dębica, Poland",50.0516417,21.4116964
Poland,4,Defender,WIETESKA Mateusz,Mateusz,WIETESKA,WIETESKA,11/2/1997,Clermont Foot (FRA),187,"Warsaw, Poland",52.2296756,21.0122287
Poland,5,Defender,BEDNAREK Jan,Jan Kacper,BEDNAREK,BEDNAREK,12/4/1996,Aston Villa FC (ENG),189,"Słupca, Poland",52.287267,17.8720745
Poland,6,Midfielder,BIELIK Krystian,Krystian,BIELIK,BIELIK,4/1/1998,Birmingham City FC (ENG),189,"Konin, Poland",52.2230334,18.2510729
Poland,7,Forward,MILIK Arkadiusz,Arkadiusz Krystian,MILIK,MILIK,28/02/1994,Juventus FC (ITA),186,"Tychy, Poland",50.12180069999999,19.0200022
Poland,8,Midfielder,SZYMANSKI Damian,Damian Dawid,SZYMAŃSKI,D. SZYMAŃSKI,16/06/1995,AEK Athens (GRE),185,"Kra?nik, Poland",50.92328310000001,22.226957
Poland,9,Forward,LEWANDOWSKI Robert,Robert,LEWANDOWSKI,LEWANDOWSKI,21/08/1988,FC Barcelona (ESP),185,"Warsaw, Poland",52.2296756,21.0122287
Poland,10,Midfielder,KRYCHOWIAK Grzegorz,Grzegorz,KRYCHOWIAK,KRYCHOWIAK,29/01/1990,Al Shabab FC (KSA),186,"Gryfice, Poland",53.91666000000001,15.1998891
Poland,11,Midfielder,GROSICKI Kamil,Kamil Pawel,GROSICKI,GROSICKI,8/6/1988,Pogon Szczecin (POL),180,"Szczecin, Poland",53.4285438,14.5528116
Poland,12,Goalkeeper,SKORUPSKI Lukasz,Lukasz,SKORUPSKI,SKORUPSKI,5/5/1991,Bologna FC (ITA),187,"Zabrze, Poland",50.3249278,18.7857186
Poland,13,Midfielder,KAMINSKI Jakub,Jakub,KAMIŃSKI,KAMIŃSKI,5/6/2002,VfL Wolfsburg (GER),179,"Ruda ?l?ska, Poland",50.3150985,18.8438676
Poland,14,Defender,KIWIOR Jakub,Jakub Piotr,KIWIOR,KIWIOR,15/02/2000,Spezia Calcio (ITA),189,"Tychy, Poland",50.12180069999999,19.0200022
Poland,15,Defender,GLIK Kamil,Kamil Jacek,GLIK,GLIK,3/2/1988,Benevento Calcio (ITA),190,"Jastrzębie Zdrój, Poland",49.9454207,18.6101103
Poland,16,Forward,SWIDERSKI Karol,Karol Grzegorz,ŚWIDERSKI,ŚWIDERSKI,23/01/1997,Charlotte FC (USA),184,"Rawicz, Poland",51.60945,16.85863
Poland,17,Midfielder,ZURKOWSKI Szymon,Szymon Piotr,ŻURKOWSKI,ŻURKOWSKI,25/09/1997,ACF Fiorentina (ITA),185,"Tychy, Silesia, Poland",50.12180069999999,19.0200022
Poland,18,Defender,BERESZYNSKI Bartosz,Bartosz,BERESZYŃSKI,BERESZYŃSKI,12/7/1992,UC Sampdoria (ITA),182,"Poznań, Poland",52.406374,16.9251681
Poland,19,Midfielder,SZYMANSKI Sebastian,Sebastian,SZYMAŃSKI,S. SZYMAŃSKI,10/5/1999,Feyenoord Rotterdam (NED),174,"Bia?a Podlaska, Poland",52.0387126,23.1445026
Poland,20,Midfielder,ZIELINSKI Piotr,Piotr Sebastian,ZIELIŃSKI,ZIELIŃSKI,20/05/1994,SSC Napoli (ITA),177,"Ząbkowice Śląskie, Poland",50.5893617,16.8132419
Poland,21,Midfielder,ZALEWSKI Nicola,Nicola,ZALEWSKI,ZALEWSKI,23/01/2002,AS Roma (ITA),175,"Tivoli, Italy",41.959817,12.8022261
Poland,22,Goalkeeper,GRABARA Kamil,Kamil Mieczysław,GRABARA,GRABARA,8/1/1999,FC København (DEN),195,"Ruda Śląska, Poland",50.3150985,18.8438676
Poland,23,Forward,PIATEK Krzysztof,Krzysztof,PIĄTEK,PIĄTEK,1/7/1995,US Salernitana (ITA),183,"Dzierżoniów, Poland",50.7308605,16.6567892
Poland,24,Midfielder,FRANKOWSKI Przemyslaw,Przemyslaw Adam,FRANKOWSKI,FRANKOWSKI,12/4/1995,RC Lens (FRA),175,"Gdańsk, Poland",54.35202520000001,18.6466384
Poland,25,Defender,GUMNY Robert,Robert Krzysztof,GUMNY,GUMNY,4/6/1998,FC Augsburg (GER),182,"Poznań, Poland",52.406374,16.9251681
Poland,26,Midfielder,SKORAS Michal,Michał Krzysztof,SKÓRAŚ,SKÓRAŚ,15/02/2000,Lech Poznan (POL),172,"Jastrzębie-Zdrój, Poland",49.9454207,18.6101103
Portugal,1,Goalkeeper,RUI PATRICIO,Rui Pedro,DOS SANTOS PATRÍCIO,RUI PATRICIO,15/02/1988,AS Roma (ITA),189,"Marrazes, Portugal",39.763454,-8.805053899999999
Portugal,2,Defender,DIOGO DALOT,José Diogo,DALOT TEIXEIRA,DALOT,18/03/1999,Manchester United FC (ENG),184,"Braga, Portugal",41.5454486,-8.426506999999999
Portugal,3,Defender,PEPE,Kepler Laveran,DE LIMA FERREIRA,PEPE,26/02/1983,FC Porto (POR),188,"Maceió, Brazil",-9.6660417,-35.7352167
Portugal,4,Defender,RUBEN DIAS,Rúben,DOS SANTOS GATO ALVES DIAS,RUBEN DIAS,14/05/1997,Manchester City FC (ENG),187,"Amadora, Portugal",38.7577603,-9.2245474
Portugal,5,Defender,RAPHAEL GUERREIRO,Raphael Adelino José,GUERREIRO,RAPHAEL,22/12/1993,Borussia Dortmund (GER),170,"Le Blanc-Mesnil, France",48.941345,2.46436
Portugal,6,Midfielder,JOAO PALHINHA,João Maria,LOBO ALVES PALHINHA GONÇALVES,PALHINHA,9/7/1995,Fulham FC (ENG),190,"Lisbon, Portugal",38.7222524,-9.1393366
Portugal,7,Forward,CRISTIANO RONALDO,Cristiano Ronaldo,DOS SANTOS AVEIRO,RONALDO,5/2/1985,Manchester United FC (ENG),185,"Funchal, Madeira, Portugal",32.6506129,-16.9082357
Portugal,8,Midfielder,BRUNO FERNANDES,Bruno Miguel,BORGES FERNANDES,B. FERNANDES,8/9/1994,Manchester United FC (ENG),183,"Maia, Portugal",41.2278891,-8.621049
Portugal,9,Forward,ANDRE SILVA,André Miguel,VALENTE DA SILVA,ANDRÉ SILVA,6/11/1995,RB Leipzig (GER),184,"Baguim do Monte, Portugal",41.1919001,-8.541171799999999
Portugal,10,Forward,BERNARDO SILVA,Bernardo,MOTA VEIGA DE CARVALHO E SILVA,BERNARDO,10/8/1994,Manchester City FC (ENG),173,"Lisbon, Portugal",38.7222524,-9.1393366
Portugal,11,Forward,JOAO FELIX,João,FÉLIX SEQUEIRA,JOÃO FÉLIX,10/11/1999,CA Atlético Madrid (ESP),179,"Viseu, Portugal",40.72764189999999,-7.9157099
Portugal,12,Goalkeeper,JOSE SA,José Pedro,MALHEIRO DE SÁ,JOSÉ SÁ,17/01/1993,Wolverhampton Wanderers FC (ENG),192,"Braga, Portugal",41.5454486,-8.426506999999999
Portugal,13,Defender,DANILO PEREIRA,Danilo Luis Hélio,PEREIRA,DANILO,9/9/1991,Paris Saint-Germain FC (FRA),188,"Bissau, Guinea-Bissau",11.803749,-15.180413
Portugal,14,Midfielder,WILLIAM CARVALHO,William,SILVA DE CARVALHO,WILLIAM,7/4/1992,Real Betis (ESP),190,"Luanda, Angola",-8.8146556,13.2301756
Portugal,15,Forward,RAFAEL LEAO,Rafael Alexandre,DA CONCEIÇÃO LEÃO,R. LEÃO,10/6/1999,AC Milan (ITA),188,"Almada, Portugal",38.6765238,-9.1651047
Portugal,16,Midfielder,VITINHA,Vitor,MACHADO FERREIRA,VITINHA,13/02/2000,Paris Saint-Germain FC (FRA),172,"Cabeceiras de Basto, Portugal",41.5116939,-7.9979753
Portugal,17,Midfielder,JOAO MARIO,João Mário,NAVAL DA COSTA EDUARDO,J. MÁRIO,19/01/1993,SL Benca (POR),179,"Barreiro, Portugal",38.6608149,-9.0790724
Portugal,18,Midfielder,RUBEN NEVES,Ruben Diogo,SILVA NEVES,R. NEVES,13/03/1997,Wolverhampton Wanderers FC (ENG),180,"Mozelos, Portugal",40.9951629,-8.5638609
Portugal,19,Defender,NUNO MENDES,Nuno Alexandre,TAVARES MENDES,N. MENDES,19/06/2002,Paris Saint-Germain FC (FRA),176,"Sintra, Portugal",38.8029127,-9.3816495
Portugal,20,Defender,JOAO CANCELO,João Pedro,CAVACO CANCELO,JOÃO CANCELO,27/05/1994,Manchester City FC (ENG),182,"Barreiro, Portugal",38.6608149,-9.0790724
Portugal,21,Forward,RICARDO HORTA,Ricardo Jorge,DA LUZ HORTA,R. HORTA,15/09/1994,SC Braga (POR),173,"Sobreda, Portugal",38.6507254,-9.1892043
Portugal,22,Goalkeeper,DIOGO COSTA,Diogo,MEIRELES DA COSTA,DIOGO COSTA,19/09/1999,FC Porto (POR),192,"Rothrist, Switzerland",47.302214,7.8774496
Portugal,23,Midfielder,MATHEUS NUNES,Matheus Luís,NUNES,MATHEUS N.,27/08/1998,Wolverhampton Wanderers FC (ENG),181,"Rio de Janeiro, Brazil ",-22.9068467,-43.1728965
Portugal,24,Defender,ANTONIO SILVA,António João,PEREIRA DE ALBUQUERQUE TAVARES,ANTÓNIO S.,30/10/2003,SL Benca (POR),187,"Francelos, Portugal",41.0818443,-8.6440155
Portugal,25,Midfielder,OTAVIO,Otávio Edmilson,DA SILVA MONTEIRO,OTÁVIO,9/2/1995,FC Porto (POR),172,"João Pessoa, Brazil",-7.118835199999999,-34.8814339
Portugal,26,Forward,GONCALO RAMOS,Gonçalo,MATIAS RAMOS,G. RAMOS,20/06/2001,SL Benca (POR),185,"Olhão, Portugal",37.0260416,-7.8423509
Qatar,1,Goalkeeper,SAAD ALSHEEB,Saad Abdulla M E,ALSHEEB,ALSHEEB,19/02/1990,Al Sadd SC (QAT),188,"Doha, Qatar",25.2854473,51.53103979999999
Qatar,2,Defender,PEDRO MIGUEL,Pedro Miguel D D,CORREIA,PEDRO,6/8/1990,Al Sadd SC (QAT),180,"Porto, Portugal",41.1579438,-8.629105299999999
Qatar,3,Midfielder,ABDELKARIM HASSAN,Abdelkarim Hassan A,FADLALLA,ABDELKARIM,28/08/1993,Al Sadd SC (QAT),185,"Doha, Qatar",25.2854473,51.53103979999999
Qatar,4,Defender,MOHAMMED WAAD,Mohammed Waad A,ALBAYATI,WAAD,18/09/1999,Al Sadd SC (QAT),183,"Baghdad, Iraq",33.315241,44.3660671
Qatar,5,Defender,TAREK SALMAN,Tarek Salman S,SALMAN,TAREK,5/12/1997,Al Sadd SC (QAT),179,"Al Wakrah, Qatar",25.1659314,51.5975524
Qatar,6,Midfielder,ABDULAZIZ HATEM,Abdelaziz Hatim A,MOHAMED,A. HATEM,1/1/1990,Al Rayyan SC (QAT),182,"Doha, Qatar",25.2854473,51.53103979999999
Qatar,7,Forward,AHMED ALAAELDIN,Ahmed Alaaeldin B M,ABDELMOTAAL,ALAADIN,31/01/1993,Al Gharafa SC (QAT),176,"Ismailia, Egypt",30.5964923,32.2714587
Qatar,8,Midfielder,ALI ASAD,Ali Asadalla Q B,THAIMN,ALI,19/01/1993,Al Sadd SC (QAT),174,"Manama, Bahrain",26.2235305,50.5875935
Qatar,9,Forward,MOHAMMED MUNTARI,Mohammed,MUNTARI,MUNTARI,20/12/1993,Al Duhail SC (QAT),192,"Kumasi, Ghana",6.6666004,-1.6162709
Qatar,10,Midfielder,HASSAN ALHAYDOS,Hasan Khalid H,ALHAYDOS,ALHAYDOS,11/12/1990,Al Sadd SC (QAT),174,"Doha, Qatar",25.2854473,51.53103979999999
Qatar,11,Forward,AKRAM AFIF,Akram Hassan A Y,AFIF,AFIF,18/11/1996,Al Sadd SC (QAT),176,"Doha, Qatar",25.2854473,51.53103979999999
Qatar,12,Midfielder,KARIM BOUDIAF,Karim,BOUDIAF,BOUDIAF,16/09/1990,Al Duhail SC (QAT),190,"Rueil-Malmaison, France",48.882767,2.17693
Qatar,13,Defender,MUSAAB KHIDIR,Musaab Khidir K,MOHAMED,MUSAAB,1/1/1993,Al Sadd SC (QAT),176,"Khartoum, Sudan",15.5006544,32.5598994
Qatar,14,Defender,HOMAM AHMED,Homam Elamin M,AHMED,HOMAM,25/08/1999,Al Gharafa SC (QAT),188,"Doha, Qatar",25.2854473,51.53103979999999
Qatar,15,Defender,BASSAM ALRAWI,Bassam Husham A,ALRAWI,BASSAM,16/12/1997,Al Duhail SC (QAT),175,"Baghdad, Iraq",33.315241,44.3660671
Qatar,16,Defender,BOUALEM KHOUKHI,Boualem,KHOUKHI,KHOUKHI,9/7/1990,Al Sadd SC (QAT),185,"Bou Ismail, Algeria",36.6392852,2.6962722
Qatar,17,Defender,ISMAIL MOHAMAD,Ismail Mohamad M,B,ISMAIL M.,5/4/1990,Al Duhail SC (QAT),172,"Doha, Qatar",25.2854473,51.53103979999999
Qatar,18,Forward,KHALID MUNEER,Khalid Muneer A A,MAZEED,K. MUNEER,24/02/1998,Al Wakrah SC (QAT),174,"Doha, Qatar",25.2854473,51.53103979999999
Qatar,19,Forward,ALMOEZ ALI,Almoez Ali Zainelabdeen M,ABDULLA,ALMOEZ,19/08/1996,Al Duhail SC (QAT),180,"Khartoum, Sudan",15.5006544,32.5598994
Qatar,20,Midfielder,SALEM ALHAJRI,Salem Ali S S,AL-HAJRI,SALEM,10/4/1996,Al Sadd SC (QAT),183,"Doha, Qatar",25.2854473,51.53103979999999
Qatar,21,Goalkeeper,YOUSOF HASSAN,Yousof Hassan M,ALI,YOUSOF,24/05/1996,Al Gharafa SC (QAT),186,"Doha, Qatar",25.2854473,51.53103979999999
Qatar,22,Goalkeeper,MESHAAL BARSHAM,Meshaal Aissa M,BARSHAM,BARSHAM,14/02/1998,Al Sadd SC (QAT),180,"Doha, Qatar",25.2854473,51.53103979999999
